name,entry_id,spacegroup,ntypes,band_gap,delta_e,stability
YOF,13755,P4/nmm,3,5.183,-4.12227491000329,0.0061633066666599845
ScBrO,21705,Pmmn,3,3.516,-3.03152073443153,0.0
PuOF,13757,P4/nmm,3,2.134,-4.00921231165105,0.04432293166667023
ThSO,6069,P4/nmm,3,1.323,-3.36612627371153,0.0001964833333301108
Bi2O3,21434,P-4m2,2,0.222,-1.30546709752725,0.16856042849999997
USO,6070,P4/nmm,3,0.0,-2.94522834913873,0.0023047816666696974
TiBrO,2741,Pmmn,3,0.0,-2.36422751736028,0.034412355076305357
AcBrO,6074,P4/nmm,3,4.281,-3.2379598585982,0.0
PuClO,6075,P4/nmm,3,1.944,-3.27613849548039,0.0
SmBrO,22741,P4/nmm,3,4.637,-3.1404287435982,0.0
PuBrO,6076,P4/nmm,3,2.13,-3.08655572441263,0.0
YClO,6080,P4/nmm,3,5.173,-3.30549479716596,0.04458424333333033
Sr2CuO3,3008,Immm,3,0.0,-2.30516083655388,0.0
CrO2,2509,P42/mnm,2,0.0,-2.11003686033892,0.00351459416666966
FeClO,3292,Pmmn,3,1.552,-1.43817984163737,0.005548863333335374
VClO,2027,Pmmn,3,1.471,-2.23936611226083,0.0
Cs2CuO2,7119,I4/mmm,3,0.0,-0.176314778688901,1.005318728999999
LiO2,22225,Pnnm,2,0.0,-1.19215858558584,0.0
SnO,3949,Pmn21,2,1.19,-1.43756407886498,0.09960886749999842
LaCO,1727,C2/m,3,3.003,-2.06453649945959,0.05419472274361725
BeSO4,3597,I-4,3,7.339,-2.15820149958806,0.0
Sm2BiO2,23911,I4/mmm,3,0.0,-2.7992905803515,0.0
TmIO,3090,P4/nmm,3,3.482,-2.93771553610236,0.0035665516666596453
Li2CuO2,22072,P1,3,0.0,-1.5085311386889,0.07615407650000261
ZrPbO3,7137,Amm2,3,2.939,-2.67771135352725,0.03505124400000481
TiO2,2575,I41/amd,2,1.965,-3.24264089184792,0.0
Ca2CuO3,3350,Immm,3,0.0,-2.41303638488721,0.004420765562724416
LiHO,5357,P4/nmm,3,4.575,-1.68527457935431,0.0
BaTi2As2O,21481,P4/mmm,4,0.0,-1.66310053724188,0.0
UTeO,4126,P4/nmm,3,0.0,-2.44006683057873,0.0
GeO2,20164,Pnnm,2,2.045,-1.8856473122525,0.004912737500002651
RuO2,15120,Pnnm,2,0.0,-1.2651917072525,0.0030529383333399718
CsCuO,6839,Ama2,3,1.558,-1.16083002918858,0.0
Ba2CuClO2,1819,R-3m,4,2.865,-2.34353777984394,0.0
Tl2O,3353,R-3m,2,0.599,-0.721638788626252,0.00306790407407298
Ce2SO2,6059,P-3m1,3,3.006,-3.23541015215417,0.0010077360000000368
NaO2,5050,Pnnm,2,0.0,-1.04252622420305,0.027367651666669213
CrO2,19968,Pnnm,2,0.0,-2.10580611533892,0.007745339166669751
AlAsO4,4652,I-4,3,4.515,-2.20556820308584,0.04063594333333009
AlPO4,4651,I-4,3,6.329,-2.93638531207916,0.03242566166667027
Ce2BiO2,26740,I4/mmm,3,0.0,-2.6873478903515,0.0
Ta2N3O,22470,P6/mmm,3,0.0,-0.608746105318212,0.9808880114002264
CO2,19213,P42/mnm,2,6.457,-1.47327700141917,0.06698084250000003
MoO2,16924,P42/mnm,2,0.0,-2.09888737558584,0.05614544999999582
GdBrO,7412,P4/nmm,3,4.477,-3.1749866735982,0.008674029999997668
La2O3,10085,P-3m1,2,3.937,-3.68733518552725,0.02520295274999995
Nd2BiO2,27121,I4/mmm,3,0.0,-2.7531908213515,0.0
Bi2SeO2,2330,I4/mmm,3,0.0,-0.304799076351502,0.8447237839999979
Pr2BiO2,26741,I4/mmm,3,0.0,-2.7253531683515,0.0
NaIO3,6315,Cmmm,3,0.0,-0.117738130183246,1.095698493250004
MnO2,1696,P42/mnm,2,0.0,-1.71197964632313,0.03886199333332985
SiO2,6607,Fd-3m,2,5.596,-3.07278504891917,0.0007708983333296615
Eu2SO2,19142,P-3m1,3,0.0,-2.30365756915417,0.6036966355000044
Sr2CuBrO2,11994,R-3m,4,2.915,-2.31450744181006,0.0
ThSeO,5082,P4/nmm,3,0.996,-3.15726164404041,0.00038162833333998947
LaBrO,7411,P4/nmm,3,3.785,-3.24730286276486,0.0
USeO,4829,P4/nmm,3,0.0,-2.73770347946762,0.0
PrIO,22549,P4/nmm,3,3.693,-2.86142122360236,0.0
HfO2,22054,P42/nmc,2,4.876,-3.78602768558584,0.060932453333330194
ZrSO,6682,P4/nmm,3,1.046,-2.66345359496404,0.025899180833329982
BAsO4,5164,I-4,3,4.566,-1.93794051641917,0.0
NdOF,16449,R-3m,3,4.78,-4.05736582833662,0.0
AlPO4,20217,P2/m,3,3.538,-2.61049709041249,0.35831388333334013
CrClO,2355,Pmmn,3,1.623,-2.08668948525238,6.224583333214184e-05
Pb2O,5612,Pn-3m,2,0.0,-0.545705325292918,0.34258324444144295
BPO4,5163,I-4,3,7.644,-2.61398028041249,0.000590553333340349
LaClO,7233,P4/nmm,3,4.177,-3.43427342216596,0.0
IrO2,10054,P42/mnm,2,0.0,-1.06432126558584,0.0018560050000000494
TaO2,13645,P42/mnm,2,0.0,-2.85345085058584,0.08057299485467784
AlClO,5397,Pmmn,3,5.932,-2.60759724049929,0.0
UO3,6056,P-3m1,2,1.995,-2.99439397504009,0.13665813718749975
Cu2O,5184,Pn-3m,2,0.756,-0.683983191417584,0.00044117666666698696
U2TeO2,18960,I4/mmm,3,0.0,-2.69170551402781,0.13556930199999995
GdClO,11075,P4/nmm,3,5.002,-3.34413563966596,0.017704061666670157
BiBrO,4670,P4/nmm,3,2.323,-1.37850170776486,0.011181371666670215
SrSO4,4411,F-43m,3,4.257,-2.32857550125473,0.22551211208332989
CO2,19214,Pnnm,2,6.453,-1.47491443641917,0.06534340750000012
AgClO4,16987,I-42m,3,2.857,-0.281476497772357,0.0
Ag2O,5968,Pn-3m,2,0.198,-0.233670535292918,0.00010999833333300013
BaMn2O3,2635,Immm,3,0.385000000000001,-2.28144063367667,0.0
Li4NO,22380,P4/mmm,3,0.0,-1.01740883687038,0.18739407170985345
CeClO,12899,P4/nmm,3,4.686,-3.27014564466596,0.0
KNaO,6229,P4/nmm,3,2.632,-1.28073442391013,0.015462918333335018
K4NO,22394,P4/mmm,3,0.0,-0.231542106870377,0.43497874543161363
VBrO,5209,Pmmn,3,1.351,-2.0471650195264,0.0
NbO,2921,Pm-3m,2,0.0,-2.15495713460604,0.0
EuIO,5375,P4/nmm,3,0.0,-2.09401266943569,0.2091904792082402
YOF,2904,R-3m,3,5.315,-4.12752504166995,0.0009131749999999883
NaHO,5140,Cmcm,3,3.276,-1.49609502630486,0.00830508666667007
SrCu2O3,26341,Cmmm,3,0.0,-1.57049137183504,0.011743893753509926
Na4NO,22387,P4/mmm,3,0.0,-0.493113137438142,0.28609542228708806
HoClO,13689,P4/nmm,3,5.19,-3.34403138327707,0.054036593333329996
Ba2PdO3,22840,Immm,3,0.0,-2.13886424460604,0.0
NpSeO,26960,P4/nmm,3,0.0,-2.44189438304041,0.18187102250000997
NpIO,22563,P4/nmm,3,1.479,-2.74030675884986,0.0
VO2,4730,P42/mnm,2,0.915,-2.50129893068071,0.0021341758333299765
VO2,15757,P2/m,2,0.92,-2.50261509401404,0.0008180124999999094
LiUO3,4159,R-3m,3,3.244,-2.91885696403207,0.22749026299999997
RbHO,11397,Cmc21,3,3.881,-1.42700016768764,0.0
RbHO,11398,P21/m,3,3.437,-1.41697665102098,0.010023516666660015
UCdO4,4998,Cmmm,3,2.924,-2.54592165767318,0.00042432500000000317
NdBrO,4484,P4/nmm,3,4.565,-3.1120293460982,0.0
CsHSO3,10196,R3m,4,6.221,-1.65270608230563,0.10768491257677182
CsCuO,7207,Cmcm,3,1.56,-1.15884884585525,0.0019811833333300832
RbNaO,11420,P4/nmm,3,2.416,-1.2277033205768,0.012179865000000012
RhO2,5528,P42/mnm,2,0.0,-1.0378010372525,0.002647985000000075
InBrO,4515,Pmmn,3,2.149,-1.51065370776486,0.0
ThTeO,6294,P4/nmm,3,0.322000000000001,-2.85952917681819,0.0
EuClO,5536,P4/nmm,3,0.0,-2.44721316049929,0.21943670860127584
OsO2,2971,P42/mnm,2,0.0,-1.16083538891917,0.0005919716666700214
HgO,4517,P3121,2,1.148,-0.454411862089178,0.0059045349999999885
InClO,4514,Pmmn,3,2.496,-1.64897271383263,0.0
NbO2,10057,P42/mnm,2,0.0,-2.69147021391917,0.02755322458332987
Rb4NO,22401,P4/mmm,3,0.0,-0.133500518537044,0.4936094282465723
RuO2,2972,P42/mnm,2,0.0,-1.26636842891917,0.0018762166666701496
BaSO4,4410,F-43m,3,4.868,-2.4323922129214,0.13375178333332993
Pd2O,13990,Pn-3m,2,0.0,-0.293788061959585,0.1391473054980098
PbO2,4264,P42/mnm,2,0.0,-1.1145642422525,0.006360383333336772
SiO2,13603,I-42d,2,6.374,-3.0694488322525,0.004107114999999606
ReO2,19777,P42/mnm,2,0.0,-1.5877428022525,0.12027679250000012
RbNa2NiO2,13130,I4/mmm,4,0.0,-1.05312336331641,0.18931989785401093
NdO2,11596,C2/m,2,3.671,-3.1225068622525,0.0
BiClO,5692,P4/nmm,3,2.664,-1.51723808549929,0.004266931666668805
NaFe2O3,22542,C2/m,3,0.0,-1.65344158755273,0.0689121492299587
SiO2,20578,I-42d,2,6.268,-3.0722065522525,0.0013493949999996424
PtO2,13992,Pn-3m,2,0.0,0.0474861310808308,0.7883539516666668
PuIO,6077,P4/nmm,3,2.11,-2.85756165941679,0.023703312499999907
SmOF,14766,R-3m,3,4.743,-4.10332100083662,0.0
Ba3ZnN2O,9964,P4/mmm,4,0.603,-1.1177073495094,0.00853947512059938
PrBrO,24065,P4/nmm,3,4.493,-3.09997101693153,0.007676636666667402
CsClO4,6282,F-43m,3,5.707,-0.955321361522357,0.0015299791666659734
SnO2,20078,Pnnm,2,1.2,-1.95334728286957,0.0032727283333338075
Tl2O,14000,C2/m,2,0.499,-0.719921208626252,0.0047854840740729765
ZnSO4,2198,F-43m,3,4.994,-1.6796781429214,0.041398075000000034
SrPuO4,6145,R-3m,3,0.0,-2.75851964474305,0.050005974145084675
EuO2,30117,P4/nmm,2,0.0,-1.95452493558584,0.4328524411373609
BiIO,5693,P4/nmm,3,1.738,-1.15031291776902,0.01530112666667005
CrBrO,5232,Pmmn,3,1.271,-1.89665768751795,0.0
AgClO4,6284,F-43m,3,2.749,-0.149251469439024,0.132225028333333
K4Br2O,12493,I4/mmm,3,1.196,-1.61793420295863,0.0014819414285738297
Sr4P2O,6379,I4/mmm,3,1.299,-1.67454137911409,0.005027490000000023
LiGeBO4,12325,I-4,4,4.894,-2.33673068835929,0.0
Sr4As2O,6380,I4/mmm,3,1.299,-1.67421940226839,0.00029252857143213795
LiNd2HO3,10223,Immm,4,2.237,-2.68491887854578,0.0180854859214987
Sr2CuCl2O2,2356,I4/mmm,4,0.0,-2.31910158066897,0.0029916999999946015
K2Sn2O3,3125,R-3m,3,1.21,-1.64949278447695,0.009051285714289925
Ca2CuCl2O2,1811,I4/mmm,4,0.0,-2.29230475066897,0.00392518213140125
Ca4As2O,12442,I4/mmm,3,1.391,-1.79506351655411,0.0
Ca2SiO4,7320,I4/mmm,3,4.498,-3.14820479978786,0.18578344321428997
YClO,11332,R-3m,3,4.476,-3.35007904049929,0.0
Yb4As2O,24767,I4/mmm,3,1.041,-1.91619135655411,0.0
Gd2CuO4,7615,I4/mmm,3,0.0,-2.92976372002886,0.02370995172835144
LiO,4780,P63/mmc,2,2.221,-1.62076050668938,0.0
Sr2RuO4,6346,I4/mmm,3,0.0,-2.315986307645,0.0022480685714314497
Pt3O4,30891,Im-3m,2,0.0,0.394140636640713,1.070689808571429
Sr2VO4,12560,I4/mmm,3,0.0,-2.90164260125709,0.022164145386705858
TiClO,7060,Pmmn,3,0.0,-2.54121382176138,0.03189381222051191
Sm2CuO4,12736,I4/mmm,3,0.0,-2.877159592886,0.013140174708272223
Ag3BO3,5032,R32,3,0.0,-1.03941870716232,0.06325227625418584
EuBrO,5537,P4/nmm,3,0.0,-2.27867045443153,0.18754535042783882
Na2Ti2Sb2O,12639,I4/mmm,4,0.0,-1.18518008216494,0.002202771428571282
AlAgO2,24390,P63/mmc,3,1.609,-2.17366387856438,0.0009371987499977585
KClO4,6279,F-43m,3,5.499,-0.90645781235569,0.040233687500000004
LiCe2HO3,10222,Immm,4,2.08,-2.63208807926006,0.00150049876584646
YbBi2ClO4,16072,P4/mmm,4,0.0,-1.93257102989177,0.05376595647001037
BaZnBO3F,23449,P-6,5,3.901,-2.8049781295382,0.019632717446786963
Sr2FeO4,12676,I4/mmm,3,0.0,-2.45081480170418,0.002417145714284974
Li2CaSiO4,3762,I-42m,4,5.858,-2.90083527356438,0.0
SrUO4,6058,R-3m,3,2.886,-3.30960111100652,0.0056341079166699615
Ag3O,5037,P-31m,2,0.0,-0.164360415844689,0.010974984374999247
Li2PrO3,19861,Cmmm,3,0.0,-2.31920589252271,0.21718344999999983
LuFe2O4,12487,R-3m,3,0.0,-2.41957350219193,0.04608417012458288
YbBi2BrO4,16085,P4/mmm,4,0.0,-1.89330135261636,0.0356476696913077
SrCd3O4,22269,Pm-3m,3,0.0,-1.63801499418938,0.035088095624997484
DyBi2BrO4,16080,P4/mmm,4,1.452,-2.25492888219969,0.0
Sr2SnO4,5244,I4/mmm,3,3.155,-2.62937200862375,0.015204272499999671
Pr2CuO4,12075,I4/mmm,3,0.0,-2.79663015002886,0.00637109821643822
Sr2TiO4,3859,I4/mmm,3,1.972,-3.2651776481859,0.001503265714283497
TmBi2ClO4,16071,P4/mmm,4,1.63,-2.31598337239177,0.0
Nd2AlNO3,22677,I4mm,4,1.247,-2.94193786756854,0.07565778345751495
Sr3CdO4,22271,Pm-3m,3,0.873,-2.49585751168938,0.025589215360654727
AlPO4,20579,I-4m2,3,0.0,-0.237171407079159,2.7316395666666713
LiLa2HO3,10221,Immm,4,2.101,-2.75132991568863,0.0174675474497699
LiSiBO4,12326,I-4,4,7.06,-2.81364441835929,0.0
CsLiMoO4,3986,F-43m,4,4.587,-2.389940317645,0.0
LuBi2ClO4,16073,P4/mmm,4,1.675,-2.31481825176677,0.0
NdZnAsO,15295,P4/nmm,4,0.994000000000001,-1.89742751396969,0.0008031737500000524
K2Sn2O3,2098,R3,3,1.208,-1.65025414161981,0.008289928571429961
TmBi2BrO4,16084,P4/mmm,4,1.622,-2.26630080386636,0.0
LuBi2BrO4,16086,P4/mmm,4,1.676,-2.26514098949136,0.0
DyBi2IO4,16094,P4/mmm,4,1.683,-2.16623284157625,0.0
Sr2MoO4,19563,I4/mmm,3,0.0,-2.70491190335929,0.02042765461522178
TbBi2ClO4,16066,P4/mmm,4,1.574,-2.2147678779751,0.0
LaCuSeO,16601,P4/nmm,4,1.962,-2.20175779189144,0.0
GdBi2BrO4,16078,P4/mmm,4,1.431,-2.24374313730386,0.0
YbBi2IO4,16098,P4/mmm,4,0.0,-1.81654015074292,0.04999786824999908
B2O,7550,C2/m,2,0.0,-0.583899096959585,0.956768612434286
Nd2CN2O2,14804,P-3m1,4,4.139,-2.2555174985635,0.0
SrHClO,24892,P63mc,4,5.288,-2.33256941967051,0.0008757000000034765
NdZnSbO,26696,P4/nmm,4,0.327,-1.76474947771969,0.0
Zr3PO2,13643,P-3m1,3,0.0,-2.03818389178624,0.3726461484426826
UCdO4,4997,R-3m,3,2.932,-2.50222946600652,0.044116516666659944
ErBi2BrO4,16083,P4/mmm,4,1.594,-2.26039373761636,0.0
HoBi2IO4,16096,P4/mmm,4,1.685,-2.16856335740958,0.0
Ca4P2O,12441,I4/mmm,3,1.393,-1.82444227768552,0.0
BaBeSiO4,15461,Cm,4,5.057,-3.16599254835929,0.0
LiMnO2,2990,Pmmn,3,1.032,-2.11809191724234,0.0019211987500047378
HoBi2ClO4,16069,P4/mmm,4,1.582,-2.30642894405843,0.0
HoBi2BrO4,16082,P4/mmm,4,1.574,-2.25675452053302,0.0
TbBi2BrO4,16079,P4/mmm,4,1.449,-2.16704450569969,0.0
TbBi2IO4,16093,P4/mmm,4,1.681,-2.07945267257625,0.0
Na4I2O,12238,I4/mmm,3,2.442,-1.45217673773457,0.001818031428570288
UO2F2,6057,R-3m,3,4.974,-3.48981204450876,0.0
CsCu3O2,25785,C2/m,3,1.87,-0.972267996136416,0.003114410000001011
YbFe2O4,2366,R-3m,3,0.831,-2.20414621433478,0.006066944881513603
K2UO4,3812,I4/mmm,3,3.149,-2.75614868657702,0.0
ErFe2O4,12364,R-3m,3,0.0,-2.39524153576336,0.04952119839911662
Na4Br2O,12270,I4/mmm,3,2.139,-1.65893404487386,0.0009668009690551038
Pr2CN2O2,14803,P-3m1,4,4.002,-2.22963453070636,0.0
Ca4Bi2O,26187,I4/mmm,3,0.993,-1.59407903655411,0.0007391471428548346
Pr2NiO4,14707,Fmmm,3,0.724,-2.84950941927896,0.05954349088761379
Y2CN2O2,23086,P-3m1,4,4.122,-2.34110577570636,0.0
Ti6O,3786,P-31m,2,0.0,-0.920646846942334,0.01245410357142851
Ba2SnO4,5245,I4/mmm,3,2.841,-2.57858799005232,0.0036619771428543224
Ba4Sb2O,24723,I4/mmm,3,0.824,-1.55967937083982,0.00044159714285973983
Nd2NiO4,12728,I4/mmm,3,0.563,-2.86276386856467,0.07797392587607987
Yb2CN2O2,26327,P-3m1,4,0.0,-1.49093883713493,0.563231491623924
La2PdO4,7223,I4/mmm,3,0.0,-2.82232305907357,0.05846761825022995
Ba2ZrO4,7156,I4/mmm,3,3.04,-3.27346114335929,0.0018466471428557618
La2CuO4,14617,I4/mmm,3,0.0,-2.84182519360029,0.05778503332928331
Ca4Sb2O,3410,I4/mmm,3,1.082,-1.70788284083982,0.0002446114285739043
YUO4,3454,P2/m,3,1.118,-3.67732671517318,0.0
Ba2PbO4,5243,I4/mmm,3,1.602,-2.20938018335929,0.003781638571427326
Sr2CrO4,23144,I4/mmm,3,0.0,-2.7044057818249,0.029197565178570084
TbOF,5620,R-3m,3,5.186,-3.94344592822551,0.0
Er2CN2O2,19160,P-3m1,4,4.168,-2.39399512713493,0.0
NpO2F2,6082,R-3m,3,0.0,-3.04949144165244,0.0
Ho2CN2O2,26325,P-3m1,4,4.193,-2.38471749665874,0.0
NaClO2,1609,C2/c,3,2.58,-0.96896473205707,0.21012744140400774
GdBi2IO4,16092,P4/mmm,4,1.539,-2.15617588168042,0.0
KClO2,11261,Cmcm,3,2.16,-0.984064110594158,0.2616769572916663
PrBi2BrO4,16074,P4/mmm,4,1.431,-2.18293287105386,0.0
ErBi2IO4,15817,P4/mmm,4,1.709,-2.17014094574292,0.0
LaZnPO,15294,P4/nmm,4,0.654,-2.06184987620967,0.007698436249999663
FeAgO2,2292,P63/mmc,3,1.157,-1.19731437816794,0.0013912025000000217
LaZnSbO,26695,P4/nmm,4,0.0,-1.87075904646969,0.0
LuBi2IO4,16099,P4/mmm,4,1.8,-2.17137852636792,0.0
YZnAsO,20732,P4/nmm,4,1.46,-1.91499109646969,0.005305150000000092
NaTbO2,11524,I41/amd,3,4.174,-2.86394294431896,0.0
CeCdAsO,15647,P4/nmm,4,1.201,-1.79908765459469,0.0020196074999987434
BeO,3721,P42/mnm,2,7.509,-2.95038321043938,0.015826617499999696
YBi2BrO4,16081,P4/mmm,4,1.443,-2.23970323574136,0.0
SmBi2ClO4,16063,P4/mmm,4,1.414,-2.26536265082927,0.0
LaZnAsO,20731,P4/nmm,4,0.784,-1.99743652771969,0.004944043749999905
BaZnSO,21765,Cmcm,4,2.431,-1.95632385997303,0.000496484999999991
AlCuO2,6014,P63/mmc,3,2.334,-2.33091151586113,0.0008179199999998055
Eu2VO4,2513,I4/mmm,3,0.463,-3.22313760839995,0.0
Na2UO4,3926,Cmmm,3,3.323,-2.68813031539177,0.06400461499999999
EuBi2BrO4,16077,P4/mmm,4,0.0,-1.87853555886636,0.0732405164843726
TmBi2IO4,16097,P4/mmm,4,1.741,-2.17494911199292,0.0
LiBO2,6426,I-42d,3,7.677,-2.59503314043938,0.002535656875000125
SmMnSbO,26699,P4/nmm,4,0.0,-1.78254864639766,0.0
Ti3O,4353,P-31m,2,0.0,-1.43229575555939,0.12829752624999724
CaZnSO,23081,P63mc,4,2.936,-2.06216457747303,0.02593938124999795
LaMnSbO,26697,P4/nmm,4,0.0,-1.87874050452266,0.0
GdBi2ClO4,16065,P4/mmm,4,1.429,-2.29124587457927,0.0
RbAlO2,5505,Fd-3m,3,3.827,-2.72616486293938,0.021294251562499866
KPH2SO3,13532,Cm,5,4.902,-1.73714242874724,0.0
CsAlO2,5504,Fd-3m,3,4.637,-2.72328738668938,0.0
RbScO2,6142,P63/mmc,3,3.736,-2.86887226418938,0.00016827500000005102
LiTlO2,6304,I41/amd,3,0.587,-1.32524208543938,0.03911486687499699
KO,4777,Cmca,2,2.679,-1.26537347543938,0.0
SbO2,1780,Pna21,2,2.336,-1.63423333683584,0.01797151625000004
BaCoO3,1781,Cmcm,3,0.775,-1.93243032891439,0.02364579700000302
K3Nb3B2O12,1792,Cm,4,2.067,-2.70382968427725,0.01552318112500295
NaTaO3,1796,Pnma,3,3.175,-2.91497036469758,0.01655105400000023
TeO3,5212,R-3c,2,1.584,-1.1053904489924,0.006085039062498243
NaPrO2,11523,I41/amd,3,3.595,-2.85326899377729,0.0
NaNbO2,5711,P63/mmc,3,1.529,-2.42324196565229,0.00028977375000005523
CrHO2,2117,Pmn21,3,2.254,-2.01480443955024,0.012196033750000002
SrZrO3,1945,Cmcm,3,4.008,-3.47810130352725,0.023430522499999995
YbHO2,4978,P21/m,3,0.0,-2.01881630598542,0.29659889437500064
UTeO5,1964,Pbcm,3,3.093,-2.33326824396446,0.09076611785713995
YBi2IO4,16095,P4/mmm,4,1.617,-2.15078826761792,0.0
AlAuO2,16450,P63/mmc,3,0.802,-2.08918355043938,0.013792774062495461
K2V3O8,2013,P4bm,3,1.783,-2.37806363945261,0.04050902269230017
LaBi2IO4,16087,P4/mmm,4,1.47,-2.14094019949292,0.0
HgO,2854,Pnma,2,1.078,-0.453005006672512,0.007311390416666008
ReO3,13997,P4/mbm,2,0.0,-1.89990923440907,0.004811667499995842
LiScO2,6004,I41/amd,3,4.324,-3.21185915043938,0.0005234443749997375
SmBi2IO4,16090,P4/mmm,4,1.581,-2.13489663668042,0.0
NdZnPO,15293,R-3m,4,1.476,-1.99357156995967,0.0
PrBi2IO4,16088,P4/mmm,4,1.586,-2.10041857668042,0.0
KNaV2O6,2095,C2/c,4,3.438,-2.33588202366934,0.0876376774715375
LaAgSO,3132,P4/nmm,4,1.568,-2.18993696684803,0.0018835331249955622
GaCuO2,16451,P63/mmc,3,1.325,-1.58900777586113,0.0
BaTi2O5,2154,C2/m,3,1.846,-3.27160043712079,0.029954879374999965
ReO3,22781,P6322,2,0.0,-1.79877686190907,0.1059440399999958
GaAgO2,16452,P63/mmc,3,0.792,-1.44946645106438,0.0008481437500000855
AlHO2,21145,Pnnm,3,6.353,-2.47084821598542,0.034948411250000255
U2Co3O8,2251,Pnnm,3,1.471,-2.37220079252964,0.11511725965587871
RbScO2,1883,P63/mmc,3,3.752,-2.86904053918938,0.0
LiMoO2,20991,C2/m,3,0.0,-2.08818054543938,0.01714869562499688
Sr4S3O,21086,Pm-3m,3,2.166,-2.31403535348985,0.14375795000000524
GaAuO2,16453,P63/mmc,3,0.0,-1.37033994043938,0.005800897812497263
GdCuSeO,14511,P4/nmm,4,1.793,-2.15038192876644,0.0
AlHO2,21144,Pmn21,3,6.183,-2.47925668598542,0.026539941250000254
BaSr3O4,22180,Pm-3m,3,2.562,-2.83523000918938,0.04561540753906268
NaBiO2,22025,C2/c,3,1.155,-1.61479878065229,0.0
BaCa3O4,22183,Pm-3m,3,2.319,-2.88075980043938,0.1878355462890604
CrCuO2,14775,P63/mmc,3,1.783,-1.87179839817594,0.00404227125000145
Sr4SO3,21088,Pm-3m,3,2.747,-2.5831269652062,0.19988317125000554
SrCa3O4,22177,Pm-3m,3,3.46,-3.09026377668938,0.04310470624999807
CdHClO,15953,P63mc,4,2.676,-1.29530201342051,0.0
Ba3CaO4,22181,Pm-3m,3,2.155,-2.68129267793938,0.13258977636718683
CePRuO,14486,P4/nmm,4,0.0,-2.11956779808467,0.0009537150000018535
SrHBrO,24893,C2/m,4,4.54,-2.20231181636969,0.0
Sr3CaO4,22175,Pm-3m,3,3.532,-2.97297225293938,0.03522960999999958
FeHO2,15503,Pmn21,3,1.371,-1.47101654933898,0.018137124999999976
CsClO2,20606,Cmcm,3,2.408,-0.989945905594158,0.2661757593749994
ScAlCO,26757,R-3m,4,0.434,-1.80655426459469,0.013409051249998694
FeCuO2,12160,P63/mmc,3,1.056,-1.34340649171469,0.001020934999997225
DyCuSeO,14512,P4/nmm,4,1.775,-2.15777689980811,0.0
LiInO2,7323,I41/amd,3,2.184,-1.93458631043938,0.011967820624997572
LiErO2,16421,I41/amd,3,4.587,-3.18689454793938,0.010443907499996463
EuCuSeO,20214,P4/nmm,4,0.0,-1.65742204939144,0.10959167457824992
ZnGaNO,20342,Pmc21,4,0.532,-1.05451532405557,0.05978865624999652
AgCNO,3722,P21/m,4,3.093,-0.386512157805566,0.19773851704068202
CuAgO2,16275,P21/c,3,0.0,-0.567547927736127,0.025171967499999837
NdCuSO,16559,P4/nmm,4,2.3,-2.21092730414478,0.0006257862500000932
CuCClO,11818,Pmn21,4,2.684,-0.805822301421219,0.09148068645325036
KCuO2,2982,Cmcm,3,1.347,-1.23875624836113,0.0
CeZnSbO,15235,P4/nmm,4,0.0,-1.74392259709469,0.0
YAgO2,16458,P63/mmc,3,2.55,-2.47964647981438,0.0
LiTiO2,20782,I41/amd,3,0.0,-2.83713528263594,0.00019404812500356527
CeNiAsO,22501,P4/nmm,4,0.0,-1.58716802870411,0.2763892322937287
ThCuPO,22463,P4/nmm,4,0.0,-2.24934132444204,0.00023285624999980215
RbClO2,20605,Cmcm,3,2.429,-0.978500618094158,0.2641489303124993
NaGdO2,4064,I41/amd,3,4.132,-3.00806109502729,0.0
GaHO2,26799,Pmn21,3,3.6,-1.74625129223542,0.01675105062499993
ScAuO2,16455,P63/mmc,3,2.089,-2.42854681543938,0.013381818437495863
RbCuO2,2983,Cmcm,3,1.354,-1.21777029211113,0.0
CaFeO2,23261,P-421m,3,1.081,-2.34310671129294,0.026383738749998997
LiFeO2,5982,I41/amd,3,1.04,-1.90427537254294,0.026238757500000043
WO3,5421,P4/nmm,2,0.755,-2.44255336440907,0.0032178900000001676
NaNdO2,6005,I41/amd,3,3.724,-2.88785838565229,0.0
SmBi2BrO4,16076,P4/mmm,4,1.412,-2.21943358855386,0.0
PrZnSbO,24495,P4/nmm,4,0.0,-1.75659703084469,0.0
CsSbO2,11096,C2/c,3,2.54,-1.72499886293938,0.0
ScAgO2,16454,P63/mmc,3,2.302,-2.49325886856438,0.0
PrCuSO,16128,P4/nmm,4,2.22,-2.19452899226978,0.0012093174999998624
YAuO2,16459,P63/mmc,3,2.926,-2.43827075043938,0.037232810514649106
Ba2CrO4,2411,Pna21,3,1.626,-2.65268151361061,0.020588812142860125
KAg2AsO4,25098,I-42m,4,0.403,-1.21623754731438,0.0
LaCuTeO,19841,P4/nmm,4,1.437,-2.07021618397477,0.0
AgO,8207,P21/c,2,0.0,-0.264600584189377,0.050223300000000026
LiMnO2,3215,Pmmn,3,1.031,-2.11773254224234,0.0022805737500046774
CaHClO,11552,P63mc,4,5.609,-2.33737809842051,0.0
SrCuO2,3351,Cmcm,3,0.0,-1.95758568961113,0.0
NaMnO2,3216,Pmmn,3,1.243,-2.01674395620526,0.0056936250000001465
Ba3SrO4,22178,Pm-3m,3,2.256,-2.71314556793938,0.03815357636718808
